id,movie_name,year,directors,actors,rate,star,src,cover,douban_id
10,飞驰人生,2019,韩寒,沈腾/黄景瑜/尹正/张本煜/尹昉,6.9,35,https://movie.douban.com/subject/30163509/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542973862.jpg,30163509
11,我和我的祖国,2019,陈凯歌/张一白/管虎/薛晓路/徐峥/宁浩/文牧野,黄渤/张译/韩昊霖/杜江/葛优,7.9,40,https://movie.douban.com/subject/32659890/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567998580.jpg,32659890
12,中国机长,2019,刘伟强,张涵予/欧豪/杜江/袁泉/张天爱,7.0,35,https://movie.douban.com/subject/30295905/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568258113.jpg,30295905
13,阿丽塔：战斗天使,2019,罗伯特·罗德里格兹,罗莎·萨拉查/克里斯托弗·沃尔兹/基恩·约翰逊/艾德·斯克林/马赫沙拉·阿里,7.5,40,https://movie.douban.com/subject/1652592/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2544987866.jpg,1652592
14,蜘蛛侠：英雄远征,2019,乔·沃茨,汤姆·赫兰德/赞达亚/杰克·吉伦哈尔/寇碧·史莫德斯/塞缪尔·杰克逊,7.8,40,https://movie.douban.com/subject/26931786/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2558293106.jpg,26931786
15,双子杀手,2019,李安,威尔·史密斯/玛丽·伊丽莎白·温斯特德/克里夫·欧文/本尼迪克特·王/道格拉斯·霍奇斯,7.1,35,https://movie.douban.com/subject/3097572/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570906505.jpg,3097572
16,疯狂的外星人,2019,宁浩,黄渤/沈腾/汤姆·派福瑞/马修·莫里森/徐峥,6.4,30,https://movie.douban.com/subject/25986662/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541901817.jpg,25986662
17,狮子王,2019,乔恩·费儒,唐纳德·格洛弗/阿尔法·伍达德/詹姆斯·厄尔·琼斯/切瓦特·埃加福/科甘-迈克尔·凯,7.4,35,https://movie.douban.com/subject/26884354/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2559742751.jpg,26884354
18,地久天长,2019,王小帅,王景春/咏梅/齐溪/王源/杜江,8.0,40,https://movie.douban.com/subject/26715636/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550208359.jpg,26715636
19,速度与激情：特别行动,2019,大卫·雷奇,道恩·强森/杰森·斯坦森/伊德里斯·艾尔巴/凡妮莎·柯比/艾莎·冈萨雷斯,6.3,30,https://movie.douban.com/subject/27163278/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561542272.jpg,27163278
20,平原上的夏洛克,2019,徐磊,徐朝英/张占义/宿树河,7.8,40,https://movie.douban.com/subject/33400376/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2574198225.jpg,33400376
21,白蛇：缘起,2019,黄家康/赵霁,张喆/杨天翔/唐小喜/刘薇/张遥函,7.9,40,https://movie.douban.com/subject/30331149/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2544313786.jpg,30331149
22,惊奇队长,2019,安娜·波顿/瑞安·弗雷克,布丽·拉尔森/裘德·洛/塞缪尔·杰克逊/本·门德尔森/安妮特·贝宁,6.9,35,https://movie.douban.com/subject/26213252/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2546360443.jpg,26213252
23,银河补习班,2019,邓超/俞白眉,邓超/白宇/任素汐/王西/孙浠伦,6.3,30,https://movie.douban.com/subject/30282387/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561542089.jpg,30282387
24,决战中途岛,2019,罗兰·艾默里奇,艾德·斯克林/帕特里克·威尔森/伍迪·哈里森/卢克·伊万斯/丹尼斯·奎德,7.7,40,https://movie.douban.com/subject/26786669/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2573582192.jpg,26786669
25,大侦探皮卡丘,2019,罗伯·莱特曼,瑞恩·雷诺兹/贾斯蒂斯·史密斯/凯瑟琳·纽顿/克里斯·吉尔/比尔·奈伊,6.5,35,https://movie.douban.com/subject/26835471/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555538168.jpg,26835471
26,烈火英雄,2019,陈国辉,黄晓明/杜江/谭卓/杨紫/欧豪,6.6,35,https://movie.douban.com/subject/30221757/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2563630521.jpg,30221757
27,爱尔兰人,2019,马丁·斯科塞斯,罗伯特·德尼罗/阿尔·帕西诺/乔·佩西/安娜·帕奎因/杰西·普莱蒙,9.1,45,https://movie.douban.com/subject/6981153/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568902055.jpg,6981153
28,X战警：黑凤凰,2019,西蒙·金伯格,苏菲·特纳/詹姆斯·麦卡沃伊/迈克尔·法斯宾德/尼古拉斯·霍尔特/泰伊·谢里丹,5.8,30,https://movie.douban.com/subject/26667010/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2555886490.jpg,26667010
29,罗小黑战记,2019,木头/皇贞季,山新/郝祥海/刘明月,8.2,40,https://movie.douban.com/subject/26709258/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2568288336.jpg,26709258
30,老师·好,2019,张栾,于谦/汤梦佳/王广源/秦鸣悦/徐子力,6.7,35,https://movie.douban.com/subject/27663742/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2551352209.jpg,27663742
31,扫毒2天地对决,2019,邱礼涛,刘德华/古天乐/苗侨伟/林嘉欣/周秀娜,6.0,30,https://movie.douban.com/subject/30171425/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561172733.jpg,30171425
32,准备好了没,2019,马特·贝蒂内利-奥尔平/泰勒·吉勒特,萨玛拉·维文/安迪·麦克道威尔/马克·奥布莱恩/亚当·布罗迪/亨利·科泽尼,6.8,35,https://movie.douban.com/subject/27594938/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561370606.jpg,27594938
33,使徒行者2：谍影行动,2019,文伟鸿,张家辉/古天乐/吴镇宇/姜珮瑶/张亦驰,6.3,30,https://movie.douban.com/subject/30423193/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2563751491.jpg,30423193
34,寄生虫,2019,奉俊昊,宋康昊/李善均/赵汝贞/崔宇植/朴素丹,8.7,45,https://movie.douban.com/subject/27010768/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,27010768
35,阿拉丁,2019,盖·里奇,梅纳·玛索德/娜奥米·斯科特/威尔·史密斯/马尔万·肯扎里/纳维德·内加班,7.6,40,https://movie.douban.com/subject/26891256/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2553992741.jpg,26891256
36,犯罪现场,2019,冯志强,古天乐/宣萱/张继聪/谭耀文/姜皓文,6.4,30,https://movie.douban.com/subject/26235346/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570879785.jpg,26235346
37,新喜剧之王,2019,周星驰/邱礼涛/肖鹤/黄骁鹏,王宝强/鄂靖文/张全蛋/景如洋/张琪,5.7,30,https://movie.douban.com/subject/4840388/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555440969.jpg,4840388
38,反贪风暴4,2019,林德禄 ,古天乐/郑嘉颖/林峯/林家栋/周秀娜,6.0,30,https://movie.douban.com/subject/27202819/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551353482.jpg,27202819
39,名侦探柯南：绀青之拳,2019,永冈智佳,高山南/山口胜平/山崎和佳奈/小山力也/绪方贤一,5.9,30,https://movie.douban.com/subject/30208010/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566225091.jpg,30208010
40,雷霆沙赞！,2019,大卫·F·桑德伯格,扎克瑞·莱维/马克·斯特朗/亚瑟·安其/杰克·迪伦·格雷泽/杰曼·翰苏,6.3,30,https://movie.douban.com/subject/2244426/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551249211.jpg,2244426
41,驯龙高手3,2019,迪恩·德布洛斯,杰伊·巴鲁切尔/亚美莉卡·费雷拉/F·默里·亚伯拉罕/凯特·布兰切特/杰拉德·巴特勒,7.4,35,https://movie.douban.com/subject/19899707/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2546335362.jpg,19899707
42,沉睡魔咒2,2019,乔阿吉姆·罗恩尼,安吉丽娜·朱莉/艾丽·范宁/米歇尔·菲佛/萨姆·赖利/哈里斯·迪金森,6.3,30,https://movie.douban.com/subject/26426056/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570105165.jpg,26426056
43,一条狗的使命2,2019,盖尔·曼库索,丹尼斯·奎德/凯瑟琳·普雷斯科特/刘宪华/玛格·海根柏格/贝蒂·吉尔平,6.9,35,https://movie.douban.com/subject/27074316/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555859678.jpg,27074316
44,“大”人物,2019,五百,王千源/包贝尔/王迅/王砚辉/屈菁菁,6.5,35,https://movie.douban.com/subject/26816076/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2544988187.jpg,26816076
45,小小的愿望,2019,田羽生,彭昱畅/王大陆/魏大勋/曾梦雪/贾冰,5.1,25,https://movie.douban.com/subject/30235440/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2567277578.jpg,30235440
46,哥斯拉2：怪兽之王,2019,迈克尔·道赫蒂,凯尔·钱德勒/维拉·法米加/米莉·波比·布朗/章子怡/渡边谦,6.3,30,https://movie.douban.com/subject/25890017/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554370800.jpg,25890017
47,玩具总动员4,2019,乔什·库雷,汤姆·汉克斯/蒂姆·艾伦/安妮·波茨/托尼·海尔/科甘-迈克尔·凯,8.7,45,https://movie.douban.com/subject/6850547/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2557284230.jpg,6850547
48,天气之子,2019,新海诚,醍醐虎汰朗/森七菜/小栗旬/本田翼/倍赏千惠子,7.1,35,https://movie.douban.com/subject/30402296/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2570059839.jpg,30402296
49,送我上青云,2019,滕丛丛,姚晨/袁弘/李九霄/梁冠华/杨新鸣,7.1,35,https://movie.douban.com/subject/27180759/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2565751382.jpg,27180759
50,追龙Ⅱ,2019,王晶/关智耀,梁家辉/古天乐/林家栋/邱意浓/叶项明,5.5,30,https://movie.douban.com/subject/30175306/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2559100280.jpg,30175306
51,黑衣人：全球追缉,2019,F·加里·格雷,克里斯·海姆斯沃斯/泰莎·汤普森/丽贝卡·弗格森/库梅尔·南贾尼/拉菲·斯波,5.6,30,https://movie.douban.com/subject/19971676/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2558701068.jpg,19971676
52,最好的我们,2019,章笛沙,陈飞宇/何蓝逗/惠英红/陶慧敏/汪苏泷,5.4,25,https://movie.douban.com/subject/26266919/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2557157554.jpg,26266919
53,沉默的证人,2019,雷尼·哈林,张家辉/杨紫/任贤齐/李成敏/冯嘉怡,5.3,25,https://movie.douban.com/subject/26816090/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564369311.jpg,26816090
54,诛仙 Ⅰ,2019,程小东,肖战/李沁/孟美岐/唐艺昕/刘端端,4.9,25,https://movie.douban.com/subject/25779217/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567346094.jpg,25779217
55,爱宠大机密2,2019,克里斯·雷纳德,帕顿·奥斯瓦尔特/凯文·哈特/哈里森·福特/艾瑞克·斯通斯崔特/珍妮·斯蕾特,7.0,35,https://movie.douban.com/subject/26848167/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2555923582.jpg,26848167
56,廉政风云,2019,麦兆辉,刘青云/张家辉/林嘉欣/袁咏仪/方中信,5.4,25,https://movie.douban.com/subject/27114416/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554020294.jpg,27114416
57,密室逃生,2019,亚当·罗比特尔,泰勒·拉塞尔/洛根·米勒/黛博拉·安沃尔/泰勒·莱伯恩/杰·埃利斯,7.2,35,https://movie.douban.com/subject/27109679/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2543631842.jpg,27109679
58,第一滴血5：最后的血,2019,阿德里安·格鲁伯格,西尔维斯特·史泰龙/帕斯·贝加/塞尔吉奥·佩里斯-门切塔/艾德里安娜·巴拉扎/维特·蒙雷尔,7.5,40,https://movie.douban.com/subject/10546436/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2564884269.jpg,10546436
59,终结者：黑暗命运,2019,蒂姆·米勒,麦肯兹·戴维斯/娜塔利娅·雷耶斯/琳达·汉密尔顿/阿诺·施瓦辛格/加布里埃尔·鲁纳,7.1,35,https://movie.douban.com/subject/27109633/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2571762536.jpg,27109633
60,哆啦A梦：大雄的月球探险记,2019,八锹新之介,水田山葵/大原惠美/嘉数由美/木村昴/关智一,7.4,35,https://movie.douban.com/subject/30249161/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2557500825.jpg,30249161
61,一条狗的回家路,2019,查尔斯·马丁·史密斯,艾什莉·贾德/乔纳·豪尔-金/狗狗谢尔比/亚历山德拉·希普/韦斯·斯塔迪,6.9,35,https://movie.douban.com/subject/27193043/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2545487478.jpg,27193043
62,保持沉默,2019,周可,周迅/吴镇宇/祖峰/孙睿/寇家瑞,5.4,25,https://movie.douban.com/subject/26331839/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2565877341.jpg,26331839
63,一吻定情,2019,陈玉珊,王大陆/林允/陈柏融/蔡思韵/邰智源,4.6,25,https://movie.douban.com/subject/30263995/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2546255256.jpg,30263995
64,上海堡垒,2019,滕华涛,鹿晗/舒淇/石凉/高以翔/王宫良,2.9,15,https://movie.douban.com/subject/26581837/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2564170314.jpg,26581837
65,大约在冬季,2019,王维明,马思纯/霍建华/魏大勋/张瑶/林柏宏,5.3,25,https://movie.douban.com/subject/30362186/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2571441805.jpg,30362186
66,82年生的金智英,2019,金度英,郑有美/孔侑/金美京/孔敏晶/朴成妍,8.7,45,https://movie.douban.com/subject/30327842/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2571494067.jpg,30327842
67,小丑回魂2,2019,安德斯·穆斯切蒂,詹姆斯·麦卡沃伊/杰西卡·查斯坦/比尔·斯卡斯加德/比尔·哈德尔/索菲娅·莉莉丝,6.4,30,https://movie.douban.com/subject/27133569/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2562980418.jpg,27133569
68,别告诉她,2019,王子逸,奥卡菲娜/马泰/林晓杰/赵淑珍/卢红,7.4,35,https://movie.douban.com/subject/30390144/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2574723117.jpg,30390144
69,小飞象,2019,蒂姆·波顿,伊娃·格林/科林·法瑞尔/迈克尔·基顿/妮可·帕克/芬利·霍宾斯,6.7,35,https://movie.douban.com/subject/25924056/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549234765.jpg,25924056
70,阳台上,2019,张猛,周冬雨/王锵/曹瑞/王雅琴/姚培德,5.7,30,https://movie.douban.com/subject/27135473/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2546828235.jpg,27135473
71,你是凶手,2019,王昱,王千源/宋佳/冯远征/李九霄,6.0,30,https://movie.douban.com/subject/26762744/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2573691764.jpg,26762744
72,天使陷落,2019,里克·罗曼·沃夫,杰拉德·巴特勒/摩根·弗里曼/派珀·佩拉博/兰斯·莱迪克/贾达·萍克·史密斯,6.4,30,https://movie.douban.com/subject/26900949/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2556827040.jpg,26900949
73,霹雳娇娃,2019,伊丽莎白·班克斯,克里斯汀·斯图尔特/娜奥米·斯科特/埃拉·巴林斯卡/伊丽莎白·班克斯/帕特里克·斯图尔特,6.0,30,https://movie.douban.com/subject/26612258/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572654905.jpg,26612258
74,克劳斯：圣诞节的秘密,2019,塞尔希奥·巴勃罗斯/卡洛斯·马丁内斯·洛佩斯,J·K·西蒙斯/詹森·舒瓦兹曼/拉什达·琼斯/琼·库萨克/诺曼·麦克唐纳徳,8.6,45,https://movie.douban.com/subject/26858510/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570825762.jpg,26858510
75,巨鳄风暴,2019,亚历山大·阿嘉,卡雅·斯考达里奥/巴里·佩珀/罗斯·安德森/安森·布恩/乔治·索纳,5.7,30,https://movie.douban.com/subject/30210700/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568264291.jpg,30210700
76,舞女大盗,2019,劳伦·斯卡法莉娅,吴恬敏/詹妮弗·洛佩兹/朱丽娅·斯蒂尔斯/柯柯·帕尔莫/丽丽·莱因哈特,6.5,35,https://movie.douban.com/subject/30294313/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2565492557.jpg,30294313
77,受益人,2019,申奥,大鹏/柳岩/张子贤/刘刚/彭波,6.7,35,https://movie.douban.com/subject/30299311/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572429001.jpg,30299311
78,安娜,2019,吕克·贝松,萨莎·露丝/海伦·米伦/卢克·伊万斯/基里安·墨菲/莱拉·阿波瓦,7.7,40,https://movie.douban.com/subject/27166976/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2553320254.jpg,27166976
79,友情以上,2019,查亚诺普·布恩帕拉科布,平采娜·乐维瑟派布恩/奈哈·西贡索邦/杰森·杨/纳塔西特·科蒂马努瓦尼/本杰明·约瑟夫·瓦尼,6.3,30,https://movie.douban.com/subject/30299356/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2565511423.jpg,30299356
80,鼠胆英雄,2019,束焕/邵丹,岳云鹏/佟丽娅/田雨/袁弘/韩童生,5.4,25,https://movie.douban.com/subject/27073057/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564458983.jpg,27073057
81,极限逃生,2019,李相槿,曹政奭/林允儿/高斗心/朴仁焕/金智英,7.6,40,https://movie.douban.com/subject/30210691/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559890156.jpg,30210691
82,恶人传,2019,李元泰,马东锡/金武烈/金成圭/刘承睦/崔民哲,7.7,40,https://movie.douban.com/subject/30211551/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2555084871.jpg,30211551
83,长安道,2019,李骏,范伟/宋洋/焦俊艳/陈数,6.6,35,https://movie.douban.com/subject/25747204/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2574145203.jpg,25747204
84,愤怒的小鸟2,2019,图鲁普·范·奥尔曼,杰森·苏戴奇斯/比尔·哈德尔/乔什·加德/丹尼·麦克布莱德/彼特·丁拉基,7.1,35,https://movie.douban.com/subject/26863060/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565068596.jpg,26863060
85,最初的梦想,2019,涅提·蒂瓦里,苏尚特·辛格·拉吉普特/施拉达·卡普尔/瓦伦·沙玛/普拉提克·巴巴尔/塔希尔·拉吉·巴辛,8.2,40,https://movie.douban.com/subject/34787747/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570421055.jpg,34787747
86,续命之徒：绝命毒师电影,2019,文斯·吉里根,亚伦·保尔/乔纳森·班克斯/马特·琼斯/查尔斯·贝克/托德·特里,8.1,40,https://movie.douban.com/subject/30372377/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2569548689.jpg,30372377
87,极限职业,2019,李炳宪,柳承龙/李东辉/李荷妮/陈善圭/申河均,7.7,40,https://movie.douban.com/subject/27597250/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2542216607.jpg,27597250
88,我在雨中等你,2019,西蒙·柯蒂斯,凯文·科斯特纳/米洛·文堤米利亚/阿曼达·塞弗里德/马丁·唐文/盖瑞·科尔,8.2,40,https://movie.douban.com/subject/3882427/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2557226052.jpg,3882427
89,南方车站的聚会,2019,刁亦男,胡歌/桂纶镁/廖凡/万茜/奇道,7.8,40,https://movie.douban.com/subject/27668250/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572920115.jpg,27668250
90,疾速备战,2019,查德·斯塔赫斯基,基努·里维斯/哈莉·贝瑞/劳伦斯·菲什伯恩/安杰丽卡·休斯顿/伊恩·麦柯肖恩,7.8,40,https://movie.douban.com/subject/26909790/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551393832.jpg,26909790
91,痛苦与荣耀,2019,佩德罗·阿莫多瓦,安东尼奥·班德拉斯/阿谢尔·埃特塞安迪亚/莱昂纳多·斯巴拉格利亚/诺拉·纳瓦斯/胡丽叶塔·塞拉诺,8.6,45,https://movie.douban.com/subject/30198539/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554080075.jpg,30198539
92,青春期猪头少年不做怀梦少女的梦,2019,增井壮一,石川界人/濑户麻沙美/水濑祈/东山奈央/种崎敦美,8.6,45,https://movie.douban.com/subject/30329902/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2574212681.jpg,30329902
93,好小子们,2019,吉恩·斯图普尼兹基,雅各布·特伦布莱/基思·L·威廉姆斯/布雷迪·诺恩/莫莉·戈登/米多莉·弗朗西斯,7.2,35,https://movie.douban.com/subject/27115166/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2550223943.jpg,27115166
94,神探蒲松龄,2019,严嘉,成龙/阮经天/钟楚曦/林柏宏/林鹏,3.8,20,https://movie.douban.com/subject/27065898/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2545389067.jpg,27065898
95,一生有你2019,2019,卢庚戌,徐娇/谢彬彬/晏紫东/黄婷婷/吕绍聪,3.8,20,https://movie.douban.com/subject/26263417/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2572401707.jpg,26263417
96,若能与你共乘海浪之上,2019,汤浅政明,片寄凉太/川荣李奈/松本穗香/伊藤健太郎,7.0,35,https://movie.douban.com/subject/30345226/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574029074.jpg,30345226
97,柳烈的音乐专辑,2019,郑址宇,金高银/丁海寅/朴海俊/金国熙/郑幼贞,7.8,40,https://movie.douban.com/subject/30225296/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2561996109.jpg,30225296
98,伯纳黛特你去了哪,2019,理查德·林克莱特,凯特·布兰切特/朱迪·格雷尔/克里斯汀·韦格/劳伦斯·菲什伯恩/特罗伊安·艾夫瑞·贝利萨里奥,7.2,35,https://movie.douban.com/subject/21354767/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2555983860.jpg,21354767
99,小Q,2019,罗永昌,任达华/梁咏琪/罗仲谦/杨采妮/袁姗姗,6.7,35,https://movie.douban.com/subject/30376977/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2566474488.jpg,30376977
100,第28届中国金鸡百花电影节颁奖典礼,2019,,黄渤/邓超/姚晨/陈凯歌/成龙,6.8,35,https://movie.douban.com/subject/34446715/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2572166074.jpg,34446715
101,深夜食堂,2019,梁家辉,梁家辉/魏晨/焦俊艳/郑欣宜/张艺上,5.1,25,https://movie.douban.com/subject/26868553/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566158271.jpg,26868553
102,决胜时刻,2019,黄建新/宁海强,唐国强/刘劲/黄景瑜/王丽坤/秦岚,6.6,35,https://movie.douban.com/subject/30481973/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2568497857.jpg,30481973
103,极速车王,2019,詹姆斯·曼高德,马特·达蒙/克里斯蒂安·贝尔/乔·博恩瑟/诺亚·尤佩/玛丽萨·佩特罗,8.7,45,https://movie.douban.com/subject/6538866/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2558334368.jpg,6538866
104,官方机密,2019,加文·胡德,凯拉·奈特莉/马特·史密斯/拉尔夫·费因斯/马修·古迪/因迪拉·瓦玛,7.7,40,https://movie.douban.com/subject/26718799/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566591073.jpg,26718799
105,红心女王,2019,梅尔·图琪,崔娜·蒂虹/古斯塔夫·林德/马格努斯·克雷佩/丽芙·埃斯玛·丹妮曼/西莉亚·埃斯玛·丹妮曼,7.2,35,https://movie.douban.com/subject/30234891/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554682676.jpg,30234891
106,跳舞吧！大象,2019,林育贤,艾伦/金春花/彭杨/宋楠惜/静芳,5.1,25,https://movie.douban.com/subject/30259043/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2562934437.jpg,30259043
