id,movie_name,year,directors,actors,rate,star,src,cover,douban_id
571,我的兄弟,2019,儒利安·阿夫拉姆,爱伊莎·玛依卡/加里·勒斯培/西娅姆·阿巴斯/莱西特·马利多,,0,https://movie.douban.com/subject/30458723/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561522965.jpg,30458723
572,一时，冲动,2019,陈泳旭,安泽豪/韩秋池/杜凡昕之,,0,https://movie.douban.com/subject/34900019/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575374538.jpg,34900019
573,然后我们跳了舞,2019,列万·阿金,列文·格尔巴赫亚尼/巴奇·瓦利什维利/安娜·贾瓦基什维利/格奥尔基·采列捷利/塔马尔·布赫尼卡什维利,7.7,40,https://movie.douban.com/subject/30394484/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559148187.jpg,30394484
574,慕伶，一鸣，伟明,2019,黄梓,彭杏英/薛立賢/高翰文,7.5,40,https://movie.douban.com/subject/26752564/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2560460788.jpg,26752564
575,陪你很久很久,2019,赖孟杰,李淳/邵雨薇/屈中恒/宋柏纬/蔡瑞雪,7.3,35,https://movie.douban.com/subject/30209018/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2573121239.jpg,30209018
576,天空餐厅,2019,深川荣洋,大泉洋/本上真奈美/冈田将生/槙田雄司/高桥努,6.4,30,https://movie.douban.com/subject/30143728/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2546213779.jpg,30143728
577,倾听男人心,2019,亚当·尚克曼,塔拉吉·P·汉森/克莉丝汀·莱德洛/乔什·布雷纳/凯南·鲁兹/贾斯廷·阿尔瓦雷斯,5.8,30,https://movie.douban.com/subject/27199332/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2540707600.jpg,27199332
578,复仇女神,2019,Tony D'Aquino,艾尔利·多兹/Linda Ngo/史蒂夫·莫里斯,5.2,25,https://movie.douban.com/subject/30368050/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2567760397.jpg,30368050
579,小妇人,2019,格蕾塔·葛韦格,西尔莎·罗南/艾玛·沃森/佛罗伦斯·珀/伊莱扎·斯坎伦/劳拉·邓恩,,0,https://movie.douban.com/subject/26348103/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575325937.jpg,26348103
580,第47届全美音乐大奖颁奖典礼,2019,格伦·维斯,杰米·李·柯蒂斯/泰勒·斯威夫特/寇碧·史莫德斯/凯瑟琳·兰福德/查德维克·博斯曼,,0,https://movie.douban.com/subject/34902322/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2575367873.jpg,34902322
581,伦敦生活,2019,维姬·琼斯,菲比·沃勒-布里奇,9.1,45,https://movie.douban.com/subject/34795703/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2575437114.jpg,34795703
582,银河英雄传说 Die Neue These 星乱 第2章,2019,多田俊介,宫野真守/铃村健一/梅原裕一郎/梶裕贵/诹访部顺一,8.6,45,https://movie.douban.com/subject/34868197/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2572244427.jpg,34868197
583,马丁·伊登,2019,皮耶特罗·马切罗,卢卡·马里内利/卡洛·切基/马克·莱昂纳蒂/加埃塔诺·布鲁诺/毛里齐奥·多纳多尼,8.1,40,https://movie.douban.com/subject/26952994/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568825905.jpg,26952994
584,带妈妈出去玩,2019,隋淑芬,刘引商/陈以文/今子嫣,7.3,35,https://movie.douban.com/subject/33451881/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2557131946.jpg,33451881
585,捡来的孩子,2019,罗根·马歇尔-格林,伊桑·霍克/克里斯·沙利文/克里斯托弗·赫耶达尔/莫·麦克雷/伊莲·亨德里克斯,7.2,35,https://movie.douban.com/subject/30488819/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2550655213.jpg,30488819
586,活着唱着,2019,马楠,赵小利/甘贵丹,6.1,30,https://movie.douban.com/subject/33425206/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2559148011.jpg,33425206
587,完美约会对象,2019,克里斯·尼尔森,诺亚·琴蒂内奥/劳拉·马兰洛/欧迪瑟亚斯·乔治亚迪斯/卡米拉·门德斯/马特·沃尔什,5.9,30,https://movie.douban.com/subject/30255175/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554550794.jpg,30255175
588,单刀直入(美版),2019,乔·林奇,安东尼·麦凯/弗兰克·格里罗/马西娅·盖伊·哈登/克里斯蒂安·库克/泰柔娜·派丽丝,5.6,30,https://movie.douban.com/subject/30254294/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2560218653.jpg,30254294
589,再见夏天,2019,Park Juyoung,郑帝元/金宝拉/申英奎,5.4,25,https://movie.douban.com/subject/33377732/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2564088488.jpg,33377732
590,我的A级秘密,2019,Elise Duran,亚历珊德拉·达达里奥/泰勒·霍奇林/金可·格伦/拉弗恩·考克斯/苏妮特·玛尼,5.1,25,https://movie.douban.com/subject/30283389/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2565922635.jpg,30283389
591,撒旦的恐慌,2019,Chelsea Stardust Peters,丽贝卡·罗梅恩/杰瑞·奥康奈尔/乔丹·莱德/吉娜·休斯,5.0,25,https://movie.douban.com/subject/33409114/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564553821.jpg,33409114
592,狄仁杰之天神下凡,2019,黄毅、黄思远,李晟荣/赵帅,3.3,15,https://movie.douban.com/subject/34853055/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2571856450.jpg,34853055
593,完美女婿,2019,Wil Aime,Wil Aime,,0,https://movie.douban.com/subject/34852955/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572398831.jpg,34852955
594,一号自由勇士,2019,Surrender Reddy,赤拉尼维/阿米达普·巴强/特曼娜·芭蒂亚/纳彦塔拉/胡玛·库雷希,,0,https://movie.douban.com/subject/30317658/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2533273507.jpg,30317658
595,周六夜现场：威尔·法瑞尔/King Princess,2019,,威尔·法瑞尔/亚历克·鲍德温/瑞恩·雷诺兹/玛娅·鲁道夫/科林·乔斯特,,0,https://movie.douban.com/subject/34889640/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2575166102.jpg,34889640
596,幸运日,2019,罗杰·阿夫瑞,妮娜·杜波夫/克里斯平·格洛弗/卢克·布雷西/小克利夫顿·克林斯/科勒·班尼特,,0,https://movie.douban.com/subject/27150264/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564868262.jpg,27150264
597,家庭事件,2019,李东恩,太仁镐/李家燮/李尚熙,,0,https://movie.douban.com/subject/30382432/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572632862.jpg,30382432
598,巴尔博大道,2019,Kylie Claude/Rody Claude,Adam T Perkins/Alex McTavish/Ek Harris/Topher Hansson/John Logiacco,,0,https://movie.douban.com/subject/34889778/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2574261367.jpg,34889778
599,德云社戊戌年封箱庆典2019,2019,,郭德纲/于谦/张云雷/杨九郎,7.8,40,https://movie.douban.com/subject/30408645/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2543186258.jpg,30408645
600,维塔利娜·瓦雷拉,2019,佩德罗·科斯塔,维塔利娜·瓦雷拉/文图拉,7.4,35,https://movie.douban.com/subject/27107766/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575370579.jpg,27107766
601,继园台七号,2019,杨凡,张艾嘉/赵薇/林德信/吴彦祖/章小蕙,6.6,35,https://movie.douban.com/subject/34606671/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2563802217.jpg,34606671
602,大地震,2019,陈静,曹卫宇/张晞临/石文中/任学海/马浩博,6.1,30,https://movie.douban.com/subject/34800551/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2568281066.jpg,34800551
603,爱歌：约定的承诺,2019,川村泰祐,横滨流星/清原果耶/饭岛宽骑/中村友理/野间口彻,6.1,30,https://movie.douban.com/subject/30191951/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2546217028.jpg,30191951
604,致命之旅,2019,李洙成,李哲民 /吴光禄/金允智/裴秀京/申元鎬,5.5,30,https://movie.douban.com/subject/33423785/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554555405.jpg,33423785
605,失忆十分钟,2019,布莱恩·A·米勒,迈克尔·切克利斯/布鲁斯·威利斯/梅多·威廉姆斯/凯尔·施密德/特夏斯·巴特尔,4.0,20,https://movie.douban.com/subject/30308750/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565501666.jpg,30308750
606,宇宙之门,2019,格雷格·黑尔/连姆·O·达诺/艾德亚多·桑奇兹/提莫·塔哈亚托,迪安娜·罗素/尼尔·霍普金斯/托勒密·斯洛克姆/格雷琴·洛奇/基思·赫德森,3.4,15,https://movie.douban.com/subject/34816855/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570465202.jpg,34816855
607,精武陈真,2019,马中轩/马中轩,陈奕名/刘倩妤/赵铁英/张德晖/徐沅澔,,0,https://movie.douban.com/subject/30465832/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557294687.jpg,30465832
608,乐在当下,2019,马修·沃楚斯,安德鲁·斯科特,,0,https://movie.douban.com/subject/33459937/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2573604768.jpg,33459937
609,人生选择题,2019,张令仪,戚薇/陈乔恩/宋祖儿/郑云龙/宋茜,,0,https://movie.douban.com/subject/34482652/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2574264916.jpg,34482652
610,战胜自我,2019,埃里克斯·肯德里克,埃里克斯·肯德里克/莎丽·里格比/普里西拉·C·夏勒/本·戴维斯/霍莉·A·莫里斯,,0,https://movie.douban.com/subject/30462549/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2548457356.jpg,30462549
611,紫罗兰永恒花园外传：永远与自动手记人偶,2019,藤田春香,石川由依/茅原实里/远藤绫/寿美菜子/子安武人,8.8,45,https://movie.douban.com/subject/33424345/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2565321988.jpg,33424345
612,我的儿子们,2019,Jeremy Herrin,莎莉·菲尔德/比尔·普尔曼/珍娜·科尔曼/科林·摩根/贝西·卡特,8.6,45,https://movie.douban.com/subject/30442351/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568426713.jpg,30442351
613,你好世界,2019,伊藤智彦,北村匠海/松坂桃李/滨边美波/子安武人/寿美菜子,7.7,40,https://movie.douban.com/subject/30401194/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2562747271.jpg,30401194
614,遇见女孩的感觉,2019,雪莉·乔普拉·达尔,亚尼·卡普/玖熹·查瓦拉/索娜姆·卡普尔/拉吉·库玛/雷吉娜·卡桑德拉,7.5,40,https://movie.douban.com/subject/30301095/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2544157135.jpg,30301095
615,老太啦啦队,2019,扎拉·海斯,杰基·韦佛/黛安·基顿/查理·塔汉/帕姆·格里尔/雷亚·普尔曼,6.7,35,https://movie.douban.com/subject/27038216/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554534952.jpg,27038216
616,马蒂亚斯与马克西姆,2019,泽维尔·多兰,泽维尔·多兰/哈里斯·迪金森/加布里埃尔·德阿尔梅达·弗雷塔斯/凯瑟琳·布吕内/安娜·多尔瓦尔,6.7,35,https://movie.douban.com/subject/30134129/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2557421426.jpg,30134129
617,滚动的钢蛋,2019,李春啸,李春啸/陈旭/李易祥/韩三明/何达,6.3,30,https://movie.douban.com/subject/30273082/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2548382695.jpg,30273082
618,不要哭，赤鬼,2019,兼重淳,堤真一/柳乐优弥/川荣李奈,6.3,30,https://movie.douban.com/subject/30277817/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2551426731.jpg,30277817
619,即便明天世界终结,2019,樱木优平,梶裕贵/中岛良树/内田真礼/千本木彩花/悠木碧,6.1,30,https://movie.douban.com/subject/30345737/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542500763.jpg,30345737
620,冬去冬又来,2019,邢健,颜丙燕/刘頔/张志勇/袁利国,6.1,30,https://movie.douban.com/subject/30167152/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2547692677.jpg,30167152
621,偶像,2019,李铢真,韩石圭/薛景求/千禹熙/赵炳奎/全镇基,5.7,30,https://movie.douban.com/subject/27097890/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549994886.jpg,27097890
622,生日乐园,2019,原惠一,松冈茉优/杏/市村正亲/麻生久美子/东山奈央,5.6,30,https://movie.douban.com/subject/30425788/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2544870277.jpg,30425788
623,王者少年,2019,乔·考尼什,路易斯·阿什伯恩·瑟金斯/丹妮斯·高夫/迪安·肖穆/汤姆·泰勒/雷亚安娜·杜瑞斯,5.4,25,https://movie.douban.com/subject/27027799/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542363625.jpg,27027799
624,惊天复制,2019,约翰·莫洛斯基,乔尔·考特尼/卡勒姆·沃西/安迪·马蒂切克/凯瑟琳·麦克纳马拉/凯姆·吉甘戴,5.1,25,https://movie.douban.com/subject/26791451/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2557674112.jpg,26791451
625,钢铁少女 FINAL WARS,2019,藤原健一,明日花绮罗/青柳尊哉/春田纯一,4.8,25,https://movie.douban.com/subject/30345466/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2549119887.jpg,30345466
626,暴躁家族,2019,文一行,高宏亮/王美茜/邓加乐/董至成/常凯宁,4.4,20,https://movie.douban.com/subject/30394824/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2546497215.jpg,30394824
627,宠物联盟,2019,莱因哈德· 克洛泽,赵路/周帅/胡艺/钟巍/莱因哈德· 克洛泽,,0,https://movie.douban.com/subject/34826038/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2572918825.jpg,34826038
628,篷车之旅,2019,塞巴斯蒂安·席佩尔,菲恩·怀特海德/斯特凡·巴克/本·卓别林/莫里兹·布雷多/保罗·布兰尼根,,0,https://movie.douban.com/subject/27079210/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542201550.jpg,27079210
629,棕榈滩,2019,蕾切尔·沃德,山姆·尼尔/理查德·E·格兰特/格列塔·斯卡奇/克莱尔·范·德·波姆/布莱恩·布朗,,0,https://movie.douban.com/subject/33436427/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558830831.jpg,33436427
630,福冈,2019,张律,尹宰文/权海骁/朴素丹/山本由贵/赵芮,7.5,40,https://movie.douban.com/subject/30200427/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2562803859.jpg,30200427
631,神秘的亨利·皮克,2019,雷米·贝占松,法布莱斯·鲁奇尼/卡米尔·科坦/爱丽丝·伊萨/巴斯蒂安·布永/约西亚·斯托勒鲁,7.0,35,https://movie.douban.com/subject/30396314/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2544785699.jpg,30396314
632,番石榴岛,2019,村井浩,蕾哈娜/唐纳德·格洛弗/利蒂希娅·赖特/侬索·阿诺斯,6.7,35,https://movie.douban.com/subject/30302136/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553738857.jpg,30302136
633,再见 南屏晚钟,2019,相梓,南吉/娜仁花/吴任远/李泽宇/崔楠,6.7,35,https://movie.douban.com/subject/30439557/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2548282946.jpg,30439557
634,亲密旅行,2019,沙溢,沙俊伯/沙溢/姚晨/赵子琪/朱锐,6.1,30,https://movie.douban.com/subject/30337935/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2569102032.jpg,30337935
635,一生只为一事来,2019,张亚海,穆婷婷/谭凯/巩汉林/王姬/徐梓涵,5.8,30,https://movie.douban.com/subject/33434919/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2566613939.jpg,33434919
636,幽灵女孩,2019,克劳迪娅·迈克斯,梅根·福克斯/奥莉薇·瑟尔比/玛丽亚·迪齐亚/阿兰·里奇森/吉姆·加菲根,5.8,30,https://movie.douban.com/subject/27046734/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2560021039.jpg,27046734
637,侵入者,2019,德翁·泰勒,梅根·古德/丹尼斯·奎德/迈克尔·伊雷/约瑟夫·斯科拉/阿尔维娜·奥古斯特,5.7,30,https://movie.douban.com/subject/30382373/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540364946.jpg,30382373
638,拯救列宁格勒,2019,阿列克谢·科茨洛夫,安德烈·米罗诺夫-乌达洛夫/玛丽亚·梅尔尼科娃/阿纳斯塔西娅·梅利尼科娃/杰拉·梅斯希,5.8,30,https://movie.douban.com/subject/30438100/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2552721053.jpg,30438100
639,救火奶爸,2019,安迪·菲克曼,约翰·塞纳/布里安娜·希德布兰德/朱迪·格雷尔/科甘-迈克尔·凯/约翰·雷吉扎莫,4.7,25,https://movie.douban.com/subject/30428030/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2571106600.jpg,30428030
640,如珠如宝的人生,2019,林敏骢/麦启光,洪金宝/林敏骢/张继聪/王菀之/林盛斌,4.6,25,https://movie.douban.com/subject/30335298/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2546096677.jpg,30335298
641,玩命贴图,2019,Wei-Heng Chung,任容萱/周孝安/陈晓东/卞庆华/曾子馀,4.1,20,https://movie.douban.com/subject/30386357/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2544476803.jpg,30386357
642,少女宿舍,2019,杨盼盼/曹尚水,陈淋/曹越/田启文/姜皓文/罗兰,,0,https://movie.douban.com/subject/30426150/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2550454042.jpg,30426150
643,碧血苍穹,2019,张津涛,孙耀威/牛丽燕/宋晨,,0,https://movie.douban.com/subject/34902512/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2575380630.jpg,34902512
644,Daniel Sloss: X,2019,,Daniel Sloss,9.2,45,https://movie.douban.com/subject/34856004/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2571418577.jpg,34856004
645,梦工厂,2019,马丁·施莱尔,艾米利亚·舒勒/肯·杜肯/思文佳·永/安纳托·陶布曼/尼科莱·金斯基,8.7,45,https://movie.douban.com/subject/33456124/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2557285324.jpg,33456124
646,比尔·伯尔：纸老虎,2019,Mike Binder,比尔·伯尔,7.9,40,https://movie.douban.com/subject/34806929/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2568997468.jpg,34806929
647,索莱,2019,卡洛·西罗尼,芭芭拉·朗奇/Vitaliano Trevisan/克劳迪奥·塞加卢西奥,7.9,40,https://movie.douban.com/subject/34608304/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567016741.jpg,34608304
648,下町火箭 新春SP,2019,,阿部宽/立川谈春/安田显/和田聪宏/今野浩喜,7.6,40,https://movie.douban.com/subject/30401237/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2543760065.jpg,30401237
649,初恋,2019,三池崇史,洼田正孝/大森南朋/染谷将太/小西樱子/贝基,7.6,40,https://movie.douban.com/subject/33422580/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2569188998.jpg,33422580
650,朱迪,2019,鲁伯特·古尔德,蕾妮·齐薇格/贝拉·拉姆齐/卢夫斯·塞维尔/杰西·巴克利/迈克尔·刚本,7.6,40,https://movie.douban.com/subject/27179039/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561885281.jpg,27179039
651,巴克劳,2019,儒利亚诺·多赫内利斯/小克莱伯·门多萨,乌多·基尔/索尼娅·布拉加/乔尼·马尔斯/克里斯·杜贝克/卡林·特莱斯,7.3,35,https://movie.douban.com/subject/24389792/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2569281888.jpg,24389792
652,阿尔法,2019,,최지희/이한익/배인혁/한양희/황민영,7.3,35,https://movie.douban.com/subject/33427871/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554809311.jpg,33427871
653,Build NEW WORLD 假面骑士Cross-Z,2019,山口恭平,赤楚卫二/高田夏帆/武田航平/金尾哲夫/永尾玛利亚,7.2,35,https://movie.douban.com/subject/30313855/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2540569580.jpg,30313855
654,只有我没有猫,2019,복운석/신혜진,金昭熙/许政度/权秀贞/金基天/金希澈,6.9,35,https://movie.douban.com/subject/34781677/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564533671.jpg,34781677
655,旧金山的最后一个黑人,2019,乔·塔尔博,吉米·费尔斯/乔纳森·梅杰斯/丹尼·格洛弗/蒂琪娜·阿诺/罗布·摩根,6.8,35,https://movie.douban.com/subject/30211824/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557503188.jpg,30211824
656,异地母子情,2019,辛迪·翠派克,安吉拉·贝塞特/帕特丽夏·阿奎特/杰克·莱西/菲丽西提·霍夫曼/艾米莉·特里梅因,6.6,35,https://movie.douban.com/subject/26261189/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2562107493.jpg,26261189
657,国之语音,2019,曹喆铉,宋康昊/朴海日/全美善/崔德门/南文哲,6.1,30,https://movie.douban.com/subject/26946509/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559368337.jpg,26946509
658,落头氏之吻,2019,西蒂斯里·蒙哥西里,芬蒂拉·皮皮亚克隆/抔米提·米弯投瓦兰/格雷特·萨博尔/苏叻沙克·旺特海/萨哈贾克·波斯安吉特,5.6,30,https://movie.douban.com/subject/30451884/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2548274300.jpg,30451884
659,监视,2019,金圣基,姜艺媛/李学周/周锡泰/林智贤/金诺珍,5.5,30,https://movie.douban.com/subject/30168054/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2553586251.jpg,30168054
660,天堂海岸,2019,格扎维埃·杜兰热,雨果·贝克/哈勃·孔黛/塞米·鲍亚吉拉/梅拉妮·杜泰/陶菲克·杰拉巴,5.2,25,https://movie.douban.com/subject/30173637/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2547189908.jpg,30173637
661,谎言与偷窃,2019,马特·阿赛尔顿,艾米丽·拉塔科斯基/提奥·詹姆斯/弗雷德·迈拉麦德/艾邦·摩斯-巴克拉赫/小伊塞亚·维特洛克,4.9,25,https://movie.douban.com/subject/27190026/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559265504.jpg,27190026
662,你咪理，我爱你！,2019,王祖蓝,王祖蓝/曾志伟/毛舜筠/王菀之/郑恺,4.6,25,https://movie.douban.com/subject/30331429/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2559838292.jpg,30331429
663,最后一步,2019,Frederick Petitjean,让·雷诺/莎拉·林德/汤姆·霍珀,4.5,25,https://movie.douban.com/subject/27182710/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2554443211.jpg,27182710
664,地狱学校,2019,Peter Vincent,Dave Groom/戴西·艾特肯斯,4.0,20,https://movie.douban.com/subject/34826402/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568921001.jpg,34826402
665,猪八戒·传说,2019,郑冀峰,郑冀峰/曾志伟/殷若曦/贾冰/张驰,2.2,10,https://movie.douban.com/subject/30355305/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561910053.jpg,30355305
666,风吹吧麦浪,2019,惠东,张燕妮/杨宗儒,,0,https://movie.douban.com/subject/33396466/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567899731.jpg,33396466
667,人间失格,2019,木崎文智,宫野真守/花泽香菜/樱井孝宏/福山润/松田健一郎,,0,https://movie.douban.com/subject/33373783/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568617285.jpg,33373783
668,红野菊,2019,钟海,张铎/吕红旭/王研斌,,0,https://movie.douban.com/subject/34851552/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2570909494.jpg,34851552
669,剧场版 吹响！上低音号～誓言的终章～,2019,石原立也,黑泽朋世/朝井彩加/丰田萌绘/安济知佳/石谷春贵,9.1,45,https://movie.douban.com/subject/27062638/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2542569367.jpg,27062638
670,路人女主的养成方法 Fine,2019,龟井干太,松冈祯丞/安野希世乃/大西沙织/茅野爱衣/矢作纱友里,8.5,45,https://movie.douban.com/subject/27596682/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2543633829.jpg,27596682
671,宅男腐女恋爱真难 OAD,2019,,,8.1,40,https://movie.douban.com/subject/30329154/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555043167.jpg,30329154
672,超级30,2019,维卡斯·巴尔,穆罕默德·齐尚·艾布/赫里尼克·罗斯汉/阿米特·萨特,7.7,40,https://movie.douban.com/subject/30306588/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2531899704.jpg,30306588
673,下半场,2019,张荣吉,范少勋/朱轩洋/吴大维/段钧豪/庹宗华,7.6,40,https://movie.douban.com/subject/30328825/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2568341795.jpg,30328825
674,悲惨世界：没有终点的旅途,2019,并木道子,藤冈靛/井浦新/山本美月/吉泽亮/村上虹郎,7.5,40,https://movie.douban.com/subject/30382857/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2543371697.jpg,30382857
675,音乐家,2019,西尔扎提·亚合甫,胡军/袁泉/别里克·艾特占诺夫/阿鲁赞·加佐别可娃/剧雪,7.0,35,https://movie.douban.com/subject/27040921/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2556763879.jpg,27040921
676,吉娃娃,2019,二宫健,门胁麦/成田凌/宽一郎/玉城蒂娜/吉田志织,6.7,35,https://movie.douban.com/subject/30174420/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542579910.jpg,30174420
677,美国之子,2019,肯尼·列昂,凯丽·华盛顿/杰瑞米·乔丹/史蒂文·帕斯奎尔/李侑珍,6.6,35,https://movie.douban.com/subject/30441161/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2573085568.jpg,30441161
678,不可能的事,2019,罗克珊·道森,克丽丝·梅斯/托弗·戈瑞斯/乔什·卢卡斯/马塞尔·鲁伊斯/丹尼斯·海斯伯特,6.5,35,https://movie.douban.com/subject/30135924/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541811518.jpg,30135924
679,复仇,2019,苏乔伊·高什,阿米达普·巴强/塔丝·潘努/阿莫瑞塔·金格/安东尼奥·阿克儿/托尼·卢克,6.4,30,https://movie.douban.com/subject/30254040/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2547921383.jpg,30254040
680,我离家了，但……,2019,安格拉·夏娜莱克,玛伦·艾格特/雅各布·拉萨尔/克拉拉·穆勒/弗兰茨·罗戈夫斯基/莉莉丝·斯坦根博格,6.3,30,https://movie.douban.com/subject/26840354/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2547821591.jpg,26840354
